"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify mongos has user and is able to connect externally via IP-address.","1018","test_mongos_has_user","tests.integration.mongos","2026-02-26","passed","2026-02-26","","test_external_relation","",""
"","0","test_restore_new_cluster","tests.integration.mongodb.backups","2026-02-26","skipped","2026-02-26","","test_backups_gcs","",""
"Tests that there is exactly one primary in the deployed units.","428","test_exactly_one_primary","tests.integration.mongodb","2026-02-26","passed","2026-02-26","","test_charm","",""
"Tests juju add-unit functionality.

    Verifies that when a new unit is added to the MongoDB application that it is added to the
    MongoDB replica set configuration.
    ","151056","test_scale_up","tests.integration.mongodb","2026-02-26","passed","2026-02-26","","test_charm","",""
"Build and deploy one unit of MongoDB.","181375","test_build_and_deploy","tests.integration.mongodb.backups","2026-02-26","passed","2026-02-26","","test_sharding_backups","",""
"Test that the password can't be set to an empty string.","173087","test_empty_password","tests.integration.mongodb","2026-02-26","passed","2026-02-26","","test_charm","",""
"Tests that the local shard reports remote config-server.","56061","test_local_shard_reports_remote_config_server","tests.integration.mongodb.upgrades","2026-02-26","passed","2026-02-26","","test_revision_checker","",""
"Tests that update config sets the new password in app data and mongod.","22928","test_update_operator_password","tests.integration.mongodb","2026-02-26","passed","2026-02-26","","test_charm","",""
"Build and deploy a sharded cluster.","203883","test_build_and_deploy","tests.integration.mongos","2026-02-26","passed","2026-02-26","","test_internal_relation_kubernetes","",""
"Test password is updated for the monitor user.","25211","test_update_password_for_monitor_user","tests.integration.mongodb","2026-02-26","passed","2026-02-26","","test_charm","",""
"With only certs relation it should also go to blocked.","64918","test_remove_ldap_certs_goes_to_blocked","tests.integration.mongodb.ldap","2026-02-26","passed","2026-02-26","","test_ldap","",""
"Verify that the pre-refresh check succeeds in the happy path.","50893","test_pre_upgrade_check_success","tests.integration.mongodb.upgrades","2026-02-26","passed","2026-02-26","","test_sharding_upgrades","",""
"Only integrate ldap endpoint, should go into blocked state.","38248","test_remove_ldap_goes_to_blocked","tests.integration.mongodb.ldap","2026-02-26","passed","2026-02-26","","test_sharding_ldap","",""
"Verifies that the application and unit are active.","15488","test_status","tests.integration.mongodb","2026-02-26","passed","2026-02-26","","test_charm","",""
"Check that we can create user with extra roles, and that it is accessible.","1634","test_user_with_extra_roles","tests.integration.mongos","2026-02-26","passed","2026-02-26","","test_charm","",""
"Test password update for a secret not granted to the application.","26341","test_not_granted_secret_for_password_update","tests.integration.mongodb","2026-02-26","passed","2026-02-26","","test_charm","",""
"Verifies that when the cluster is formed a the user is removed.","44525","test_disconnect_from_cluster_removes_user","tests.integration.mongodb.relations","2026-02-26","passed","2026-02-26","","test_mongos","",""
"Build and deploy one unit of MongoDB.","134423","test_build_and_deploy","tests.integration.mongodb","2026-02-26","passed","2026-02-26","","test_charm","",""
"We want to ensure that we can log in using the ldap userToDNMapping.

    So we update the config for both and we log in with the user and check that we can
    still write in the DB.
    ","35231","test_ldap_user_to_dn_mapping","tests.integration.mongodb.ldap","2026-02-26","passed","2026-02-26","","test_ldap","",""
"Only integrate ldap endpoint, should go into blocked state.","11527","test_integrate_ldap_only","tests.integration.mongodb.ldap","2026-02-26","passed","2026-02-26","","test_sharding_ldap","",""
"Verifies connecting a replica to a mongos router fails.","74682","test_replication_mongos_relation","tests.integration.mongodb.relations","2026-02-26","passed","2026-02-26","","test_sharding_relations","",""
"","101873","test_mongos_rotate_certs","tests.integration.mongos","2026-02-26","passed","2026-02-26","","test_tls","",""
"With writes in the DB test creating a backup.","0","test_create_backup","tests.integration.mongodb.backups","2026-02-26","skipped","2026-02-26","","test_sharded_backups_tls","",""
"Tests that upgrade can be ran successfully.","536837","test_failed_upgrade_and_rollback","tests.integration.mongos","2026-02-26","passed","2026-02-26","","test_rollback","",""
"Tests that mongos powers down when no config server is accessible.","221290","test_mongos_can_scale","tests.integration.mongos","2026-02-26","passed","2026-02-26","","test_charm","",""
"Only integrate ldap endpoint, should go into blocked state.","13358","test_integrate_ldap_only","tests.integration.mongodb.ldap","2026-02-26","passed","2026-02-26","","test_ldap","",""
"Build and deploy one unit of MongoDB.","","test_build_and_deploy","tests.integration.mongodb","","unknown","","","test_teardown","",""
"Tests that sharded Charmed MongoDB cluster supports restores.","671219","test_restore_backup","tests.integration.mongodb.backups","2026-02-26","passed","2026-02-26","","test_sharding_backups","",""
"Tests that we can create a backup, and that it is listed in the backups.","0","test_create_and_list_backups","tests.integration.mongodb.backups","2026-02-26","skipped","2026-02-26","","test_backups_gcs","",""
"Tests that the cluster can disable TLS.","35305","test_disable_cluster_with_tls","tests.integration.mongodb.tls","2026-02-26","passed","2026-02-26","","test_sharding_tls_correct_relations","",""
"Tests clusters behavior when scaling down a minority and removing a primary replica.","395671","test_scale_down_capabilities_microk8s","tests.integration.mongodb.ha","2026-02-26","passed","2026-02-26","","test_ha","",""
"Test verifies that the monitor user can perform operations such as 'rs.conf()'.","740","test_monitor_user","tests.integration.mongodb","2026-02-26","passed","2026-02-26","","test_charm","",""
"Tests that sharded cluster can be configured for s3 configurations.","278082","test_set_credentials_in_cluster","tests.integration.mongodb.backups","2026-02-26","passed","2026-02-26","","test_sharding_backups","",""
"Refreshes the charm and wait for it to be active again.","151776","test_upgrade","tests.integration.mongos","2026-02-26","passed","2026-02-26","","test_upgrade","",""
"Verify that endpoint still function correctly after a network cut.","80956","test_endpoints_network_cut","tests.integration.mongodb","2026-02-26","passed","2026-02-26","","test_metrics","",""
"Tests that mongodb is running as a replica set for the application unit.","34","test_unit_is_running_as_replica_set[1]","tests.integration.mongodb","2026-02-26","passed","2026-02-26","","test_charm","",""
"Build and deploy one unit of MongoDB.","207126","test_build_and_deploy","tests.integration.mongodb.tls","2026-02-26","passed","2026-02-26","","test_sharding_tls_correct_relations","",""
"Build and deploy one unit of MongoDB.","438558","test_build_and_deploy","tests.integration.mongodb.upgrades","2026-02-26","passed","2026-02-26","","test_sharding_upgrades","",""
"Deploy a shard, integrate it but only the config server has TLS.

    Then remove it and it should remove immediately and keep the relation to
    config-server status.
    ","104140","test_invalid_relation_not_yet_established","tests.integration.mongodb.tls","2026-02-26","passed","2026-02-26","","test_sharding_tls_inconsistent_rels","",""
"","53563","test_freeze_db_process","tests.integration.mongodb.ha","2026-02-26","passed","2026-02-26","","test_ha","",""
"Build and deploy a sharded cluster.","163218","test_build_and_deploy","tests.integration.mongos","2026-02-26","passed","2026-02-26","","test_external_relation","",""
"Integrate charm and s3-integrator.","65760","test_s3_integration","tests.integration.mongodb.backups","2026-02-26","passed","2026-02-26","","test_backups_tls","",""
"Integrate only mongos, it should go to a blocked state.

    This is because config server is not integrated with LDAP.
    ","4623","test_glauth_only_integrated_with_mongos","tests.integration.mongos.ldap","2026-02-26","passed","2026-02-26","","test_ldap","",""
"Test that two different application connect to the database with different credentials.","56124","test_two_applications_doesnt_share_the_same_relation_data","tests.integration.mongodb.relations","2026-02-26","passed","2026-02-26","","test_relations","",""
"Verifies that the app metadata changes with db relation joined and departed events.","462403","test_app_relation_metadata_change","tests.integration.mongodb.relations","2026-02-26","passed","2026-02-26","","test_relations","",""
"Build and deploy one unit of MongoDB.","355400","test_build_and_deploy","tests.integration.mongodb.upgrades","2026-02-26","passed","2026-02-26","","test_sharding_rollback","",""
"","1159346","test_tls_inconsistent_rels","tests.integration.mongodb.tls","2026-02-26","passed","2026-02-26","","test_sharding_tls_inconsistent_rels","",""
"Build and deploy one unit of MongoDB.","998936","test_build_and_deploy","tests.integration.mongodb.ldap","2026-02-26","passed","2026-02-26","","test_sharding_ldap","",""
"Build and deploy one unit of MongoDB.","133633","test_build_and_deploy","tests.integration.mongodb.ha","2026-02-26","passed","2026-02-26","","test_network_cut","",""
"Test that mongos can enable TLS after being integrated to cluster .","20324","test_tls_reenabled","tests.integration.mongos","2026-02-26","passed","2026-02-26","","test_tls","",""
"Verify unique clusters do not share DBs.","127977","test_unique_cluster_dbs","tests.integration.mongodb.ha","2026-02-26","passed","2026-02-26","","test_ha","",""
"Tests that we can create a backup, and that it is listed in the backups.","15165","test_create_and_list_backups","tests.integration.mongodb.backups","2026-02-26","passed","2026-02-26","","test_backups_s3","",""
"Build and deploy one unit of MongoDB.","138559","test_build_and_deploy","tests.integration.mongodb.ha","2026-02-26","passed","2026-02-26","","test_scale_up_down","",""
"Build and deploy one unit of MongoDB.","134057","test_build_and_deploy","tests.integration.mongodb.ha","2026-02-26","passed","2026-02-26","","test_ha","",""
"Tests that the cluster can be integrated with TLS.","733070","test_tls_then_build_cluster","tests.integration.mongodb.tls","2026-02-26","passed","2026-02-26","","test_sharding_tls_inconsistent_rels","",""
"Tests that mongodb is running as a replica set for the application unit.","28","test_unit_is_running_as_replica_set[2]","tests.integration.mongodb","2026-02-26","passed","2026-02-26","","test_charm","",""
"Build and deploy 2 config servers, one shard and one mongos.","82928","test_build_and_deploy","tests.integration.mongodb.ha","2026-02-26","passed","2026-02-26","","test_sharding_race_condition","",""
"Verify each unit has TLS enabled after relating to the TLS application.","423239","test_enable_tls","tests.integration.mongodb.tls","2026-02-26","passed","2026-02-26","","test_tls","",""
"Simple backup tests that verifies that writes are correctly restored.","652240","test_restore","tests.integration.mongodb.backups","2026-02-26","passed","2026-02-26","","test_backups_s3","",""
"Tests that removing a shard application safely drains data.

    It is preferred that users remove-relations instead of removing shard applications. But we do
    support removing shard applications in a safe way.
    ","555855","test_unconventual_shard_removal","tests.integration.mongodb","2026-02-26","passed","2026-02-26","","test_sharding","",""
